amfi_code,CAGR_3Y,Sharpe_Ratio,Alpha,Maximum_Drawdown,CAGR_Rank,Sharpe_Rank,Alpha_Rank,Drawdown_Rank,Fund_Score
149324,0.27000426614519246,0.9497958246616028,0.3005787817097677,-0.31171900300634214,1.0,1.0,1.0,1.0,100.0
